Date,Track,Artist,album,Link
140208,Coco,"Sinaei, Homi",single,https://open.spotify.com/album/6U58hDbzYt9HnvJJreE7L6
140208,Vere Noa,"Goamata, Yarapelak",single,https://open.spotify.com/album/6gn1BUKCmDB0bh7lNdT8ZK
140208,Saat Bargard,Mr Kiarash,single,https://open.spotify.com/album/3sxglnZafGLIGMi5ngC3gj
140208,Laj (Grudge),"Mic-G, Mamazi",single,https://open.spotify.com/album/10naXITB0WzsAp3Fb4AFGw
140208,Madar Jende,Amir Tataloo,single,https://open.spotify.com/album/6tX2saSwgTX1LeTywipt9o
140208,100 Bar Nashod,Mr Kiarash,single,https://open.spotify.com/album/07Nrr5b6yYCJGiM8vcak2m
140208,9:00 AM,Mr. MP,single,https://open.spotify.com/album/0CUAE0BCw61b2bTmdMsOTq
140208,Hich| هیچ,Mr. MP,single,https://open.spotify.com/album/0i9BNsX5F48HNFfV9IDPTW
140208,Longtimes,Mr Kiarash,single,https://open.spotify.com/album/7LjDRIkSA0eQNgwU7D1pZP
140208,Delam Mikhad 2,Amir Tataloo,single,https://open.spotify.com/album/3AnJyvPlitUROlqQSA9kVC
140208,ToRoCheBeMan,"Majhool, Pedram Azad",single,https://open.spotify.com/album/5Wb3EVL1KKUX2JloIaeQSU
140208,Kosse Nanash,Amir Tataloo,single,https://open.spotify.com/album/0cj9JErriShe0WDiEodTPr
140208,Suicidal,MVHBD,single,https://open.spotify.com/album/4VzX2fHg2oICA8aMZyOail
140208,Seeb,"Mosalas, Imaanov",single,https://open.spotify.com/album/3WskLKMOxSV3FdJcP087du
140208,Chabela,Tohi,single,https://open.spotify.com/album/3AYfzWCxUN4iqtsdEckQSN
140208,Kine,Sezavar,single,https://open.spotify.com/album/2fxKlFpfiIO8qUIzqwMGT4
140208,Gosal,MoeR,single,https://open.spotify.com/album/7CmHgErcVLrlhcUafVlYQb
140208,Jahaname,Sunboy,single,https://open.spotify.com/album/2js45fPjo0EDtZYLm5Sj5o
140208,Cancel,Lenna,single,https://open.spotify.com/album/52VMg5Gf3dsTTXza0rJNX3
140208,Kerekhti,"Mosalas, Imaanov",single,https://open.spotify.com/album/0WjJYIi0OE49VFVu2WDy3r
140208,Fed Up,Amir Ribar,single,https://open.spotify.com/album/1OixwsrOwJD9NPttdw2HhX
140208,G19 II,Amir Ribar,single,https://open.spotify.com/album/5oAYj3uDdMKXR7erbRu66m
140208,Merhaba,Amir Reghab,single,https://open.spotify.com/album/7b7KZfvhm6ShLLnUCW8AfX
140208,Tahe Khat,Sunboy,single,https://open.spotify.com/album/2u94tYBha85OhpsbYt5zaq
140208,Euforia,Montiego,single,https://open.spotify.com/album/0EGP38oJJU4G1EWFRFl6Fm
140208,Bazi Vaghta,"Majhool, Pedram Azad",single,https://open.spotify.com/album/66PCklpmdxvvTbFcY351gy
140208,Miss,"Amir Roul, Steelth",single,https://open.spotify.com/album/7h5FhMhfxbrzhA7MZSnuKv
140208,Abri,"Alipasha, Mamazi, Lenna",single,https://open.spotify.com/album/1EGdQ21IjKu20zP1KPLe2P
140208,Rishe,Omid ABN,single,https://open.spotify.com/album/4z1o7XNMN9KGT0UEcLQBX4
140208,stalker,Mehdi kaya,single,https://open.spotify.com/album/19nBmgpunuL7hBiwbIgbdA
140208,Mental W£alth,Tardast,L2Я (Leave to Яemain),https://open.spotify.com/track/4kzvsesfD95Sl5CmNMsQ4c
140208,Kafe Bazi,Tardast,L2Я (Leave to Яemain),https://open.spotify.com/track/3mmGIp3ikftTGErtOKlLxT
