Date,Track,Artist,album,Link
140207,No Hook,"021kid, Putak",single,https://open.spotify.com/album/1ivJPTk5u4wFM1yMDeFOKY
140207,Lion skin,021kid,single,https://open.spotify.com/album/0Ouujn1XZkm4FErtMX3Pql
140207,Bros Over Hoes,"Erfam, 13cvsh",single,https://open.spotify.com/album/21CCxQM7YxQCrxNTzsU25a
140207,Heyf Ni,Hope021,single,https://open.spotify.com/album/3UJ8Muj2tNu9CvPLHCPjLo
140207,Nistam,Ahood,single,https://open.spotify.com/album/3eYrPkcnp0ATuo4j1nIPke
140207,Sober (Slowed & Reverb),"AK7IVE, SouthFace",single,https://open.spotify.com/album/34z0XxDB4YlhIgLRrjEYX1
140207,Detox,"Mordad, Alani",single,https://open.spotify.com/album/0l1DSvZsqAihw5Oug4WvLh
140207,Dire Dire,"Ali Ardavan, Ayhan",single,https://open.spotify.com/album/5S7zqAtaVgZFtOfBMoZNU7
140207,Oscar,Amir Khalvat,single,https://open.spotify.com/album/4dxljjPOxu0EcUB16qn2Vy
140207,Can't Get You Off My Mind,"Najva, Amir Roul",single,https://open.spotify.com/album/1KnU9ljmo6a6W5qCoYe8SV
140207,KUSH,"Amir Roul, Wotaz",single,https://open.spotify.com/album/4UmNwaPXUWP8y8D1FFk3rm
140207,KhaarKosse,Amir Tataloo,single,https://open.spotify.com/album/032xIxvoCWclzMFx36Jv9t
140207,Be Kiram,Amir Tataloo,single,https://open.spotify.com/album/4m3xINg1BT3T98mzgY0F2q
140207,Zendegi Hamine (Acoustic),"Arta, Koorosh, Arman Miladi",single,https://open.spotify.com/album/3ot6cOtzMPlr1biHr5ZzIY
140207,XSHER NAGOO,Arshia,single,https://open.spotify.com/album/6rZ0DLY26D7kxatbfQxRMh
140207,Shabimun Ni,"arshya, Benx",single,https://open.spotify.com/album/3KGHJacNUErHApeIF5Brxu
140207,Dead Inside,"Parsa, Arta",single,https://open.spotify.com/album/3CI5IztLjl1BzuuJTlCldt
140207,All Night,"ArwinAf, Frainbeats",single,https://open.spotify.com/album/3AF9CG2pCLzQlh6xXEsk1m
140207,Swimming on the Floor,"ArwinAf, PARIANI",single,https://open.spotify.com/album/7LFdDs9lrgVsKNM7JnNYgG
140207,Tmac,"Parhum, Ashkan Kagan",single,https://open.spotify.com/album/08HVKYipB9Ggz2J6Rz7rDl
140207,ENVY,"Heliyom, Ashkan Kagan",single,https://open.spotify.com/album/4lsxOLBZSdfSSnuKjqkRq8
140207,Typical,"Tiem, Ashkan Kagan",single,https://open.spotify.com/album/0202nbMYjXcuORIg3ONebn
140207,RedCarpet,"Sinazza, Ashkan Kagan",single,https://open.spotify.com/album/0m96HKTUscBsPh9OtRNeM4
140207,BURTON,"Kuri JaZz, Ashkan Kagan",single,https://open.spotify.com/album/7wmAw4eSysQkKg9CHK6hZx
140207,Berara,"Atour, Rokh, Beatbynajwa",single,https://open.spotify.com/album/77ETlHtM8OsxWJDpAg4OYg
140207,Damage (Freestyle),Aydinone,single,https://open.spotify.com/album/2P65mQBSDgH36SfCvEHhlw
140207,Gray Vibe,"Ayvn, Weirdmahdi",single,https://open.spotify.com/album/6FtlnAOAacKi3dq0H4LtpA
140207,ENEMY,"Rech M, Big Z",single,https://open.spotify.com/album/4UMpLmlusy8xZg5h2CQFL6
140207,Corteiz,Chvrsi,DAAM,https://open.spotify.com/track/6RZLeAIeLqdlDgvfckNBPs
140207,Vekalat,"Chvrsi, Sepehr Khalse",DAAM,https://open.spotify.com/track/1KApNA6qZEH3MOA3hMk9cB
140207,Qol,"Chvrsi, Mahsa Dehdari",DAAM,https://open.spotify.com/track/0tVNWE68MYagiHHuLkxNoS
140207,Mastane,"Chvrsi, Canis",DAAM,https://open.spotify.com/track/27iOveNtXH7mYdJSD2w4nS
140207,Daam,"Chvrsi, Saeed Dehghan",DAAM,https://open.spotify.com/track/2I7Tgf1pk50uZh0qItQ5Vq
140207,Salwatt,"Chvrsi, Catchybeatz, Putak",DAAM,https://open.spotify.com/track/1haDEvTZooO5MEYNqdPNkE
