Date,Track,Artist,album,Link
140206,Bala Paeen,"Siohash, Kusha, Kayo, Sepehr Khalse",Apollo 11,https://open.spotify.com/track/3GsmNaX38nVIyk9Hb2UmA4
140206,B2B,"Siohash, Kusha, Paya",Apollo 11,https://open.spotify.com/track/082p8uAcFK2eRuWg5lML46
140206,Bulletproof,"Siohash, Kusha",Apollo 11,https://open.spotify.com/track/5SwMIRSxv1O6jPIxpVx48E
140206,Takeoff (Skit),"Siohash, Kusha, Kayo",Apollo 11,https://open.spotify.com/track/61hjq9FhWhuObxmAbIkFOj
140206,Tehran Nistam,Lenna,single,https://open.spotify.com/album/6evyhumJ6DzSHSfbpMaP4V
140206,Bad Bitch,Lilmov,single,https://open.spotify.com/album/4ZWsVqZAtRVjjt8c0bNTKO
140206,Kendrick Lamar,LINI,single,https://open.spotify.com/album/15fml4i0QojUTG6VyauR6X
140206,KIM K,Lowke!,single,https://open.spotify.com/album/1sicSmUXx48TqL2xBzTQgj
140206,Tomeh,Sezavar,single,https://open.spotify.com/album/4kGE2D7BgM52hB0O5z5Hyo
140206,Velesh,"Majhool, Pedram Azad",single,https://open.spotify.com/album/1TOTKDRnoDkF5O6XnJrfDP
140206,KHONEYE MADAR BOZORGE / KHMB,Mamazi,single,https://open.spotify.com/album/6cmI5jJID8CNoJVJFLPjmM
140206,MARIO,Mamazi,single,https://open.spotify.com/album/2yktbhQNbr1ydsj9Oh0kqu
140206,Eazy,"Dopi, Mandassan",single,https://open.spotify.com/album/1Q82Gt29ottcrStEX5NNYz
140206,Do Rahi,"Masin, RadPro",single,https://open.spotify.com/album/4m2PvuwI4gvmJaIm4S4lg4
140206,Bashe Vase Baad,"Masin, RadPro",single,https://open.spotify.com/album/4FUXawVsPgVurx98D9Fzeq
140206,Soghoot,"Masin, RadPro",single,https://open.spotify.com/album/59Mz7G4p6NODRRv2qAaVrl
140206,Naghash,Masin,single,https://open.spotify.com/album/3qK5lGEpdcjOtDoJLZ5DOM
140206,Dopamine,Maslak,single,https://open.spotify.com/album/6n9zjYHE9CScqXXRKfb2ur
140206,shooting,Mehdi kaya,single,https://open.spotify.com/album/6dKV8iC7bd451KuBQwGNeY
140206,midnight love,Mehdi kaya,single,https://open.spotify.com/album/53bLDWwFgsIAhG9OeEwjYS
140206,Sad Walk,Mehdi kaya,single,https://open.spotify.com/album/2jnWm9Ddo2tnTK90ssfbJx
140206,Money Talks,Mehdi kaya,single,https://open.spotify.com/album/4NraBxvHpuR6eiiiGYEoHj
140206,The Mist,Mehdi kaya,single,https://open.spotify.com/album/6ydk0uJ7r37IoWpUt5Qy37
140206,Bebecita,Mehdi kaya,single,https://open.spotify.com/album/5QzalsHqOzqitIlq9aA9J7
140206,Which One,Mehdi kaya,single,https://open.spotify.com/album/6RLFQf8wXwTa2rRb8ds66J
140206,Vaveyla,Mehdi kaya,single,https://open.spotify.com/album/2rYirUjOEl9aPksDUomywN
140206,Dead Flowers,Mehdi kaya,single,https://open.spotify.com/album/4PW3BizRSuBtAXUKA2H4fq
140206,Dance In Fire,Mehdi kaya,single,https://open.spotify.com/album/0uBmXaFb216D5rK3v1L1sN
140206,ROK,Meraj Tehrani,single,https://open.spotify.com/album/28EneSz0yFieWyG4HzPuL1
140206,Cancel,"Mersad, Wavyboie",single,https://open.spotify.com/album/3qa3jp4FgyQMDMRJKX6SmP
140206,Shahre Maa,Merzhak,single,https://open.spotify.com/album/1ebwwwJBLXjm4ZHXRn6s7x
140206,Xoda minî xoş negerek,"Milad Hannibal, Ashkvna",single,https://open.spotify.com/album/5nkLABXnTUEq1meXBy1ARQ
140206,Échantillon,Milad Hannibal,single,https://open.spotify.com/album/3ErRTblMWBiDEeAsdkwS7k
140206,Niloofar o Mordab,"Milad Hannibal, Farzan",single,https://open.spotify.com/album/7HTokxSCF6D2Sr2RdAVUKg
140206,30 cc,Milad Hannibal,single,https://open.spotify.com/album/7zGi1BNC2srsz55o6pjT5X
140206,911,Montiego,single,https://open.spotify.com/album/2CYIPrkbakrcT3Gdy1HlWd
140206,Koja Rafti,"Imaanov, Mosalas",single,https://open.spotify.com/album/1IrFt7H2t4liYOP3BKxPV5
140206,Vase Man Nabood,"Mostaqel, TAKNAM, RaaSaa",single,https://open.spotify.com/album/3QDzbm7STZ90nHcHVamZhm
140206,Canceli Episod 1,"Mostaqel, RaaSaa, TAKNAM",single,https://open.spotify.com/album/0smrFo7OomZrmMf5gVbJfx
140206,Ghalbe Tarik,Mr Kiarash,single,https://open.spotify.com/album/4oIh2X1ZY6Gjtv9747GZtE
140206,INAM AZ IN,"Mr. MP, Ramsed",single,https://open.spotify.com/album/1pcNuEKdq9FWCzOuklOudM
140206,God Please Take Me,MVHBD,single,https://open.spotify.com/album/19zGbe4EMGXdeNCqP9Y4Xi
140206,Dang O Dong,"Rokh, Beatbynajwa",single,https://open.spotify.com/album/3RcAojP5JzY3LAi6iP4QKh
140206,Koolak II,Nikootine,single,https://open.spotify.com/album/6CAiXHKB5YivLFpVcNnpu4
140206,Akhare Hafte,Octave,Adam Bozorga,https://open.spotify.com/track/3YBXqLrP2fLY33GClFl0ij
140206,Mishkane Delam,Octave,Adam Bozorga,https://open.spotify.com/track/0MEuuw88aL4kGcODCv9J7R
140206,Adam Bozorga,Octave,Adam Bozorga,https://open.spotify.com/track/0oJrGbRMFGsfJ7bLpeXSQq
140206,Baby Bebin Baroone,Octave,Adam Bozorga,https://open.spotify.com/track/4VgL0PmQS2B3c7W8tDjEb7
140206,Doori o Doosti,Octave,Adam Bozorga,https://open.spotify.com/track/4arhphrz1IRqJRuDVnjtcm
140206,Nadare Mazze,Octave,Adam Bozorga,https://open.spotify.com/track/5aotAYVgW4l17Bo5GIl9PY
140206,Gheyre Addi,Octave,Adam Bozorga,https://open.spotify.com/track/6loMrErSemha26myONmral
140206,Aroom Aroom Aroom,Octave,Adam Bozorga,https://open.spotify.com/track/2clHoVWuWaket1LrCLY2jj
140206,Heyfe Man,OutlawOfficialll,single,https://open.spotify.com/album/6u05tUmieu7RiHQau96hLw
140206,La Flame,"paablow, Thrvshy",single,https://open.spotify.com/album/36iOszQRN9E0RxueDVykAz
140206,Pastil,PapaBoyz,single,https://open.spotify.com/album/4WfiCHW1BeaQvhkGlBALda
140206,Nabinim,"Parsalip, XWHISKY",single,https://open.spotify.com/album/1bixeb8qhLNIUYv1H2zPfe
140206,Sarnevesht,Parsalip,single,https://open.spotify.com/album/4bpjPv14vEpX1LXA2CZbX0
140206,I Dont Give a Fuck,Parsalip,single,https://open.spotify.com/album/3z249QXLnFKMfWeEG9MMKS
140206,Hala Ye Faselas in Beyn Az Ghalbe to Ta Man,Parsalip,single,https://open.spotify.com/album/5hey61C9P2XFi1XNBeOfNf
140206,Devil in Church,Parsalip,single,https://open.spotify.com/album/0UQxvVDe2x9TaL51mmTTdp
140206,Aroosake Soorati,Parsalip,single,https://open.spotify.com/album/4BP84RPRlAWqe5PGyGA43F
140206,Adama,Parsalip,single,https://open.spotify.com/album/21U4xFg9ILVpP1uzrRaoXn
140206,FFF,"Payback, NoTsH",single,https://open.spotify.com/album/6qbXl9AAr33DFEnCxmJsCq
140206,HALVA,"Payback, NoTsH",single,https://open.spotify.com/album/3FjxpK7eRdhhlm81oTdtcs
140206,FUKUMEAN,Payback,single,https://open.spotify.com/album/3p4q9iRpGgPiN5Kc15FSBU
140206,XYZ,poobon,single,https://open.spotify.com/album/7DLzjtImqGsyIcTcVpwjXe
140206,EMERALD,"poobon, Mic-G",single,https://open.spotify.com/album/3TKjDY2rHcr7VptFfZcc2Z
140206,Rich,Poori,single,https://open.spotify.com/album/1fRxRsLWB2NSm8sHwg8C1t
140206,Hala Chi?,Poori,single,https://open.spotify.com/album/2Ty2FnEqsznggqxr2nULFq
140206,Pizza,Pooyan JC,single,https://open.spotify.com/album/32L7DrxflsJxTyrafrptVI
140206,Couple Best,"Ariaarad, Pooyan JC",single,https://open.spotify.com/album/4tBe9wZvuAClNvtt7mlzhQ
140206,Miyoon Shahri,Qeyb,single,https://open.spotify.com/album/1sTYGbslor2E94Zu792kEE
140206,24K,Qeyb,single,https://open.spotify.com/album/7x27VAqeiEnDHXlWYmzlxg
140206,Call On,"Qeyb, Sarbeat",single,https://open.spotify.com/album/6BWXV6SQwaBW0yf3fluR7O
140206,Donbal Dastan,"Qeyb, Seyninpain",single,https://open.spotify.com/album/5blB6EpaMnOa62xJKxcDGI
140206,DDS,Real30nass,single,https://open.spotify.com/album/7yDfgdmQGK5XbRI6IRkwvQ
140206,Male Man Nis,Reza Odin,single,https://open.spotify.com/album/72usyuxUIWHiZ8tGddEtd5
140206,HOTEL ROOM,rispoow,single,https://open.spotify.com/album/2Gqr2RsF3wZB2NxjlJAgq5
140206,Harpy,Sajad Shahi,single,https://open.spotify.com/album/60XsYrXvlJCpwwo3YcbJSe
140206,Ye Nakh Sigar,Sajadii,single,https://open.spotify.com/album/65AKXUs0y4EVnxqAyKnmu0
140206,Fake,Satrap,single,https://open.spotify.com/album/7cUOFcQeMzspkWnya241v0
140206,DOZD O POLICE,Saye,single,https://open.spotify.com/album/22sExkTNdDXvILXSfzpYfC
140206,VSMR,Cnjim,single,https://open.spotify.com/album/3fkDMKSdRpv81ZIq4SGgC0
140206,Ekipa,"Cnjim, PDC",single,https://open.spotify.com/album/07dL87AlGDBqKGp9XSrS68
140206,GA,"Sarbeat, Seyninpain, Arian Radd",single,https://open.spotify.com/album/0iSfiCkrOliEDvUWQgT18A
140206,OG (with. Biggi & Sarbeat),"Sarbeat, Seyninpain, Biggi",single,https://open.spotify.com/album/5htLOsepd99azginEYmiDf
140206,episode,Shaakey,single,https://open.spotify.com/album/28eSYjTktjTy6JVcK3KSWJ
140206,Ok!,"sharqi, MazeMinD",single,https://open.spotify.com/album/64dG0Yfr1mh6KTtOq0MBxD
140206,Har Kari Konam Barat,Shayan Yo,single,https://open.spotify.com/album/2TZO5xbeipNcO82BG0xp0i
140206,Baraye (Human Rias Radio Mix),"Shervin Hajipour, Human Rias",single,https://open.spotify.com/album/1hIl1lrvaxxXsDZ1zRUp4v
