date,name,artists,album,url
140004,Tagh,"Saleck, Alani",single,https://open.spotify.com/album/712zKy8JRQzU9JbS87PGB6
140004,Hood,"Ashkan Kagan, Hiphopologist, Neesh Sound",single,https://open.spotify.com/album/5A6zU4fmv770MQKqlWRSwF
140004,Sicily,Amin Tijay,single,https://open.spotify.com/album/210d5mqXFviT2o9TldJsgY
140004,SARD,poobon,single,https://open.spotify.com/album/0aGleesmiPUMn9DeJCRfD6
140004,ROSE,poobon,single,https://open.spotify.com/album/7fJS5QZbZ7vAL7iWxj1ceK
140004,Pirooz,"Roody, Atour",single,https://open.spotify.com/album/2NG9ZvRDDTncTfbKucTquP
140004,Ki Deed,"Roody, Farsea",single,https://open.spotify.com/album/2unIoYgILwUuiZrLPPZO27
140004,Nagoo,"KIARASH, Dalu, Cnjim",single,https://open.spotify.com/album/7G4SGJ8PbJxZ80IlnNZ4T0
140004,Gheyre Addi,Sepehr Khalse,single,https://open.spotify.com/album/5YnhaZ8ty94gd2m8mtrE7W
140004,Par Par,Shalou,single,https://open.spotify.com/album/4foWoGAQaWIXPKMJ86eoNE
140004,Bi Vafa,"SaM, ArianHosseinzadew",single,https://open.spotify.com/album/4bLluXPfzXLxkqX7Og0cwx
140004,Bon,"ReyG K, Mr. MP, Arian Dousti",single,https://open.spotify.com/album/6ByfklDivOgpfnlqk9sNGo
140004,Bache Aseman,PaPa Asli,single,https://open.spotify.com/album/0YXT4VCf3UfWW8OuljAVf7
140004,Rahaei,Beatbynajwa,"Isaar, Vol. 1",https://open.spotify.com/track/1zlCEFJh5u9jG5DzaEU48p
140004,Khoshhale Sharq,Beatbynajwa,"Isaar, Vol. 1",https://open.spotify.com/track/47L5zmwaTCFIxgPRsHNfdU
140004,Mahshare Kobraa,Beatbynajwa,"Isaar, Vol. 1",https://open.spotify.com/track/7HOKAdxZ6iIdlQLa8xYlgI
140004,Parvardegar,Beatbynajwa,"Isaar, Vol. 1",https://open.spotify.com/track/3SRmQJlRhjRji7p2Jj0G0R
140004,Vatanam Badanet,Beatbynajwa,"Isaar, Vol. 1",https://open.spotify.com/track/1b1NP5JJjYDQKwkwbYjusJ
140004,Niayesh,Beatbynajwa,"Isaar, Vol. 1",https://open.spotify.com/track/5wrxg3DIcapPTi0b2xTxzE
140004,Maar Gazideh,Beatbynajwa,"Isaar, Vol. 1",https://open.spotify.com/track/6P8jsZ8dD6t2PRTS966uEa
140004,Qalb,Beatbynajwa,"Isaar, Vol. 1",https://open.spotify.com/track/3VdqUMkMln5fDiV5iJrKec
140004,Naghmeye Afarinesh,Beatbynajwa,"Isaar, Vol. 1",https://open.spotify.com/track/51aTC4AlkFFrIHOvmLoJX2
140004,Ehsan,Beatbynajwa,"Isaar, Vol. 1",https://open.spotify.com/track/1qPdlBa3HjoGWxNURkd10V
140004,Faateh,Beatbynajwa,"Isaar, Vol. 1",https://open.spotify.com/track/66g1mbvDVvIhyMofSP6zxb
140004,Hasani Va Robaat,Beatbynajwa,"Isaar, Vol. 1",https://open.spotify.com/track/5cLU8kWltm2jtTZTdW192A
140004,Iman,Beatbynajwa,"Isaar, Vol. 1",https://open.spotify.com/track/0U8Kl6jfEaeqNOhwI4p33o
140004,loop o Saat sheni,Beatbynajwa,"Isaar, Vol. 1",https://open.spotify.com/track/3jlz8NBBpQ5PzoLbpm6SDt
140004,Maah Neshin,Beatbynajwa,"Isaar, Vol. 1",https://open.spotify.com/track/1VRsxiEVGQJvcJ4iUJ6N0V
140004,Bakhshi,Beatbynajwa,"Isaar, Vol. 1",https://open.spotify.com/track/1ZR0rDc3fVytpWowvpcg4N
140004,Atre Tanet,Beatbynajwa,"Isaar, Vol. 1",https://open.spotify.com/track/1O8rQmhXn1fTuxfTudSCzq
140004,Haft Shahre Eshq,Beatbynajwa,"Isaar, Vol. 1",https://open.spotify.com/track/04n2DvDSWdr0s5NQCcGs5G
140004,Soorat Yakhi,Beatbynajwa,"Isaar, Vol. 1",https://open.spotify.com/track/1dKDzgNUmnBjdGnw7fahWZ
140004,Zebel,Beatbynajwa,"Isaar, Vol. 1",https://open.spotify.com/track/4l7lVisS88SOb3JWEaS8OA
140004,Tavaaf,Beatbynajwa,"Isaar, Vol. 1",https://open.spotify.com/track/7szUNMO2p2W0EzVCYM9MWn
140004,Ghamar Dar Aghrab,Beatbynajwa,"Isaar, Vol. 1",https://open.spotify.com/track/33SgiIti8AVXonTzsf3de9
140004,Nefrine Naft,Beatbynajwa,"Isaar, Vol. 1",https://open.spotify.com/track/4b78plSQQQSOQ9vRjjH21N
140004,Taavaan,Beatbynajwa,"Isaar, Vol. 1",https://open.spotify.com/track/43O8kiZLtlPQ8OzD96wIqT
140004,Ghamal,Beatbynajwa,"Isaar, Vol. 1",https://open.spotify.com/track/6PlHPrjHYXNn6oIp0clTIk
140004,Ta Akhar,Amir Khalvat,single,https://open.spotify.com/album/6keCm7eaDLvz2xzRW6H1JB
140004,Rasti,Amir Khalvat,single,https://open.spotify.com/album/4HPHz58jssFr8PLD244r2M
140004,Sardargom,Deon,single,https://open.spotify.com/album/3If89ss11rQcGgl9f4L2g2
140004,Q69,Ho3ein,single,https://open.spotify.com/album/4zGLSx1QNKIofLDaORHIWp
140004,Ye Alame,Koorosh,single,https://open.spotify.com/album/5aTAUJBWdnnl9hmtnB1rJn
140004,Dollare Panji,Epicure,single,https://open.spotify.com/album/3ExQ4iQJrXDMz8JNyHuB7A
140004,Jadde Khaki,Epicure,single,https://open.spotify.com/album/7vSwhVBCjaQOblLaaJOZDU
140004,Bache Balas,Epicure,single,https://open.spotify.com/album/6zCHuciYISSporAGgMvOP1
140004,Eshgh Ast,"Ali Ardavan, Sohrab Mj",single,https://open.spotify.com/album/3oDpSBlqP15av34KxzqFYX
140004,Oomadam Too Shahr,"Sijal, Behzad Leito",single,https://open.spotify.com/album/1vuW5jNumvkt6iSCOMYOpY
140004,Khabari Azat Nist,Behzad Leito,single,https://open.spotify.com/album/1RT8FTYAZJNgoQ8KUDzMxb
140004,Bang Bang,Alireza Jj,single,https://open.spotify.com/album/3Pb7uCMdbUFNTAIwJrksXu
140004,Az Man Che Khabar,Alireza Jj,single,https://open.spotify.com/album/3Q9XhGdO8HgTO0WWOXnRZv
140004,Javab,Arshia,single,https://open.spotify.com/album/2ERlp9ZfnoJ34lYZkgFKUa
140004,PAR'SE,Saye,single,https://open.spotify.com/album/3xZwhMguxXKsfBnNZ2Th85
140004,Stricken,Saye,single,https://open.spotify.com/album/6GS1itrqzwR88oh6LRhAmM
140004,Faramooshane,"Paya, Yara",Vesica Piscis,https://open.spotify.com/track/4MiZwKF3kuoR2WAO4FrEZ2
140004,Sayyareye Sourati,Paya,Vesica Piscis,https://open.spotify.com/track/6pB0PHDE5nwqC8k89R6SUS
140004,Ghargh Sham,"Paya, Yara",Vesica Piscis,https://open.spotify.com/track/1a7PYru5KRLLevb6rEalGV
140004,Radical Dande Rande,"Paya, Yara",Vesica Piscis,https://open.spotify.com/track/6q6O2huDJkZ55hVFUP869x
140004,Doostaye Bad,"Paya, ERF1",Vesica Piscis,https://open.spotify.com/track/0JnxptYlaPunZ0zYOYvDef
140004,Bousamesholamo,"Paya, Sepanta",Vesica Piscis,https://open.spotify.com/track/7M81GKxk9Ie9tdWH6HyuTW
140004,Hendeseye Asvat,"Paya, Shervin",Vesica Piscis,https://open.spotify.com/track/50an73UDvQU5rQf1OdbStP
